event_id,session_id,cow_id,layer,label,code,en,type,evidence,protocol,t_start_rel_ms,t_end_rel_ms,duration_ms,device_key,device_mac,video_name,adjudication,sensor_eligible
EVT-00248,2026-07-28 17_50_25,20201-3,body_state,行走,WALKING,walking,interval,两者,v3,1037286.0,1049787.0,12501.0,546C50CA01F1-20201-3,546C50CA01F1,hiv00187.mp4,single_annotator,True
EVT-00249,2026-07-28 17_50_25,20201-3,posture_transition,卧倒过程,LYING_DOWN,lying down,interval,两者,v3,1058557.0,1080223.0,21666.0,546C50CA01F1-20201-3,546C50CA01F1,hiv00187.mp4,single_annotator,True
EVT-00250,2026-07-28 17_50_25,20201-3,body_state,躺卧,LYING,lying,interval,两者,v3,1090492.0,1358896.0,268404.0,546C50CA01F1-20201-3,546C50CA01F1,hiv00187.mp4,single_annotator,True
EVT-00251,2026-07-28 17_50_25,20201-3,posture_transition,起立过程,STANDING_UP,standing up,interval,两者,v3,1365777.0,1379747.0,13970.0,546C50CA01F1-20201-3,546C50CA01F1,hiv00187.mp4,single_annotator,True
EVT-00252,2026-07-28 17_50_25,20201-3,body_state,行走,WALKING,walking,interval,两者,v3,1396210.0,1405590.0,9380.0,546C50CA01F1-20201-3,546C50CA01F1,hiv00187.mp4,single_annotator,True
EVT-00253,2026-07-28 17_50_25,20201-3,body_state,采食,FEEDING,feeding,interval,两者,v3,1446568.0,1544894.0,98326.0,546C50CA01F1-20201-3,546C50CA01F1,hiv00187.mp4,single_annotator,True
EVT-00254,2026-07-28 17_50_25,20201-3,body_state,采食,FEEDING,feeding,interval,两者,v3,1683800.0,2354173.0,670373.0,546C50CA01F1-20201-3,546C50CA01F1,hiv00187.mp4,single_annotator,True
EVT-00255,2026-07-28 17_50_25,20201-3,body_state,采食,FEEDING,feeding,interval,两者,v3,2394898.0,2863121.0,468223.0,546C50CA01F1-20201-3,546C50CA01F1,hiv00187.mp4,single_annotator,True
EVT-00256,2026-07-28 17_50_25,20201-3,body_state,采食,FEEDING,feeding,interval,两者,v3,2994295.0,3483220.0,488925.0,546C50CA01F1-20201-3,546C50CA01F1,hiv00187.mp4,single_annotator,True
EVT-00257,2026-07-28 18_57_09,20201-3,body_state,躺卧,LYING,lying,interval,两者,v3,48880.0,332815.0,283935.0,546C50CA01F1-20201-3,546C50CA01F1,hiv00195.mp4,single_annotator,True
EVT-00258,2026-07-28 18_57_09,20201-3,posture_transition,起立过程,STANDING_UP,standing up,interval,两者,v3,335141.0,349301.0,14160.0,546C50CA01F1-20201-3,546C50CA01F1,hiv00195.mp4,single_annotator,True
EVT-00259,2026-07-28 18_57_09,20201-3,body_state,行走,WALKING,walking,interval,两者,v3,372227.0,384738.0,12511.0,546C50CA01F1-20201-3,546C50CA01F1,hiv00195.mp4,single_annotator,True
EVT-00260,2026-07-28 18_57_09,20201-3,body_state,行走,WALKING,walking,interval,两者,v3,397238.0,407238.0,10000.0,546C50CA01F1-20201-3,546C50CA01F1,hiv00195.mp4,single_annotator,True
EVT-00261,2026-07-28 18_57_09,20201-3,body_state,行走,WALKING,walking,interval,两者,v3,459090.0,473690.0,14600.0,546C50CA01F1-20201-3,546C50CA01F1,hiv00195.mp4,single_annotator,True
EVT-00262,2026-07-28 18_57_09,20201-3,body_state,行走,WALKING,walking,interval,两者,v3,504742.0,513902.0,9160.0,546C50CA01F1-20201-3,546C50CA01F1,hiv00195.mp4,single_annotator,True
EVT-00263,2026-07-28 18_57_09,20201-3,body_state,采食,FEEDING,feeding,interval,两者,v3,542005.0,666285.0,124280.0,546C50CA01F1-20201-3,546C50CA01F1,hiv00195.mp4,single_annotator,True
EVT-00264,2026-07-28 18_57_09,20201-3,objective_event,排尿,URINATION,urination,interval,两者,v3,683134.0,718771.0,35637.0,546C50CA01F1-20201-3,546C50CA01F1,hiv00195.mp4,single_annotator,True
EVT-00265,2026-07-28 18_57_09,20201-3,body_state,采食,FEEDING,feeding,interval,两者,v3,746546.0,950846.0,204300.0,546C50CA01F1-20201-3,546C50CA01F1,hiv00195.mp4,single_annotator,True
EVT-00266,2026-07-28 18_57_09,20201-3,body_state,采食,FEEDING,feeding,interval,两者,v3,1260861.0,1433153.0,172292.0,546C50CA01F1-20201-3,546C50CA01F1,hiv00195.mp4,single_annotator,True
EVT-00267,2026-07-28 18_57_09,20201-3,body_state,采食,FEEDING,feeding,interval,两者,v3,1486406.0,1604952.0,118546.0,546C50CA01F1-20201-3,546C50CA01F1,hiv00195.mp4,single_annotator,True
EVT-00268,2026-07-28 18_57_09,20201-3,body_state,采食,FEEDING,feeding,interval,两者,v3,1681682.0,1730836.0,49154.0,546C50CA01F1-20201-3,546C50CA01F1,hiv00195.mp4,single_annotator,True
EVT-00269,2026-07-28 18_57_09,20201-3,body_state,行走,WALKING,walking,interval,两者,v3,1734295.0,1745131.0,10836.0,546C50CA01F1-20201-3,546C50CA01F1,hiv00195.mp4,single_annotator,True
EVT-00270,2026-07-28 18_57_09,20201-3,body_state,行走,WALKING,walking,interval,两者,v3,1788047.0,1802843.0,14796.0,546C50CA01F1-20201-3,546C50CA01F1,hiv00195.mp4,single_annotator,True
EVT-00271,2026-07-28 18_57_09,20201-3,body_state,行走,WALKING,walking,interval,两者,v3,3301126.0,3306745.0,5619.0,546C50CA01F1-20201-3,546C50CA01F1,hiv00195.mp4,single_annotator,True
EVT-00272,2026-07-28 18_57_09,20201-3,body_state,站立,STANDING,standing,interval,两者,v3,3385946.0,3599862.0,213916.0,546C50CA01F1-20201-3,546C50CA01F1,hiv00195.mp4,single_annotator,True
EVT-00273,2026-07-28 20_02_56,20201-3,body_state,站立,STANDING,standing,interval,两者,v3,224948.0,735302.0,510354.0,546C50CA01F1-20201-3,546C50CA01F1,hiv00203.mp4,single_annotator,True
EVT-00274,2026-07-28 20_02_56,20201-3,body_state,行走,WALKING,walking,interval,两者,v3,743747.0,758129.0,14382.0,546C50CA01F1-20201-3,546C50CA01F1,hiv00203.mp4,single_annotator,True
EVT-00275,2026-07-28 20_02_56,20201-3,posture_transition,卧倒过程,LYING_DOWN,lying down,interval,两者,v3,808512.0,822890.0,14378.0,546C50CA01F1-20201-3,546C50CA01F1,hiv00203.mp4,single_annotator,True
EVT-00276,2026-07-28 20_02_56,20201-3,body_state,躺卧,LYING,lying,interval,两者,v3,869185.0,882668.0,13483.0,546C50CA01F1-20201-3,546C50CA01F1,hiv00203.mp4,single_annotator,True
EVT-00277,2026-07-28 20_02_56,20201-3,body_state,躺卧,LYING,lying,interval,两者,v3,903050.0,1183594.0,280544.0,546C50CA01F1-20201-3,546C50CA01F1,hiv00203.mp4,single_annotator,True
EVT-00278,2026-07-28 20_02_56,20201-3,body_state,躺卧,LYING,lying,interval,两者,v3,1229072.0,1940447.0,711375.0,546C50CA01F1-20201-3,546C50CA01F1,hiv00203.mp4,single_annotator,True
EVT-00279,2026-07-28 20_02_56,20201-3,body_state,躺卧,LYING,lying,interval,两者,v3,2056271.0,2199273.0,143002.0,546C50CA01F1-20201-3,546C50CA01F1,hiv00203.mp4,single_annotator,True
EVT-00280,2026-07-28 20_02_56,20201-3,posture_transition,起立过程,STANDING_UP,standing up,interval,两者,v3,2202551.0,2215254.0,12703.0,546C50CA01F1-20201-3,546C50CA01F1,hiv00203.mp4,single_annotator,True
EVT-00281,2026-07-28 20_02_56,20201-3,body_state,站立,STANDING,standing,interval,两者,v3,2281432.0,2577900.0,296468.0,546C50CA01F1-20201-3,546C50CA01F1,hiv00203.mp4,single_annotator,True
EVT-00282,2026-07-28 20_02_56,20201-3,body_state,行走,WALKING,walking,interval,两者,v3,2580204.0,2606884.0,26680.0,546C50CA01F1-20201-3,546C50CA01F1,hiv00203.mp4,single_annotator,True
EVT-00283,2026-07-28 20_02_56,20201-3,body_state,站立,STANDING,standing,interval,两者,v3,2612424.0,2729953.0,117529.0,546C50CA01F1-20201-3,546C50CA01F1,hiv00203.mp4,single_annotator,True
EVT-00284,2026-07-28 20_02_56,20201-3,body_state,行走,WALKING,walking,interval,两者,v3,2737192.0,2745953.0,8761.0,546C50CA01F1-20201-3,546C50CA01F1,hiv00203.mp4,single_annotator,True
EVT-00285,2026-07-28 20_02_56,20201-3,tail_action,抬尾,TAIL_RAISED,tail raised,interval,两者,v3,2775965.0,2794926.0,18961.0,546C50CA01F1-20201-3,546C50CA01F1,hiv00203.mp4,single_annotator,True
EVT-00286,2026-07-28 20_02_56,20201-3,body_state,行走,WALKING,walking,interval,两者,v3,2800346.0,2816186.0,15840.0,546C50CA01F1-20201-3,546C50CA01F1,hiv00203.mp4,single_annotator,True
EVT-00287,2026-07-28 20_02_56,20201-3,body_state,采食,FEEDING,feeding,interval,两者,v3,2834841.0,3018201.0,183360.0,546C50CA01F1-20201-3,546C50CA01F1,hiv00203.mp4,single_annotator,True
EVT-00288,2026-07-28 20_02_56,20201-3,body_state,采食,FEEDING,feeding,interval,两者,v3,3036111.0,3326820.0,290709.0,546C50CA01F1-20201-3,546C50CA01F1,hiv00203.mp4,single_annotator,True
EVT-00289,2026-07-28 20_02_56,20201-3,body_state,采食,FEEDING,feeding,interval,两者,v3,3347280.0,3512977.0,165697.0,546C50CA01F1-20201-3,546C50CA01F1,hiv00203.mp4,single_annotator,True
EVT-00290,2026-07-28 20_02_56,20201-3,body_state,采食,FEEDING,feeding,interval,两者,v3,3542297.0,3592717.0,50420.0,546C50CA01F1-20201-3,546C50CA01F1,hiv00203.mp4,single_annotator,True
EVT-00291,2026-07-28 21_08_29,20201-3,body_state,行走,WALKING,walking,interval,两者,v3,487806.0,508429.0,20623.0,546C50CA01F1-20201-3,546C50CA01F1,hiv00211.mp4,single_annotator,True
EVT-00292,2026-07-28 21_08_29,20201-3,body_state,站立,STANDING,standing,interval,两者,v3,546760.0,733316.0,186556.0,546C50CA01F1-20201-3,546C50CA01F1,hiv00211.mp4,single_annotator,True
EVT-00293,2026-07-28 21_08_29,20201-3,body_state,行走,WALKING,walking,interval,两者,v3,740506.0,752606.0,12100.0,546C50CA01F1-20201-3,546C50CA01F1,hiv00211.mp4,single_annotator,True
EVT-00294,2026-07-28 21_08_29,20201-3,body_state,行走,WALKING,walking,interval,两者,v3,992452.0,1013700.0,21248.0,546C50CA01F1-20201-3,546C50CA01F1,hiv00211.mp4,single_annotator,True
EVT-00295,2026-07-28 21_08_29,20201-3,body_state,行走,WALKING,walking,interval,两者,v3,1201509.0,1227568.0,26059.0,546C50CA01F1-20201-3,546C50CA01F1,hiv00211.mp4,single_annotator,True
EVT-00296,2026-07-28 21_08_29,20201-3,body_state,采食,FEEDING,feeding,interval,两者,v3,2515352.0,2588652.0,73300.0,546C50CA01F1-20201-3,546C50CA01F1,hiv00211.mp4,single_annotator,True
EVT-00297,2026-07-28 21_08_29,20201-3,body_state,采食,FEEDING,feeding,interval,两者,v3,2785165.0,2825886.0,40721.0,546C50CA01F1-20201-3,546C50CA01F1,hiv00211.mp4,single_annotator,True
EVT-00298,2026-07-28 21_08_29,20201-3,body_state,行走,WALKING,walking,interval,两者,v3,2936068.0,2942120.0,6052.0,546C50CA01F1-20201-3,546C50CA01F1,hiv00211.mp4,single_annotator,True
EVT-00299,2026-07-28 21_08_29,20201-3,body_state,采食,FEEDING,feeding,interval,两者,v3,2964849.0,3183216.0,218367.0,546C50CA01F1-20201-3,546C50CA01F1,hiv00211.mp4,single_annotator,True
EVT-00300,2026-07-28 21_08_29,20201-3,objective_event,排便,DEFECATION,defecation,interval,两者,v3,3364228.0,3383825.0,19597.0,546C50CA01F1-20201-3,546C50CA01F1,hiv00211.mp4,single_annotator,True
EVT-00301,2026-07-28 21_08_29,20201-3,body_state,行走,WALKING,walking,interval,两者,v3,3451468.0,3459389.0,7921.0,546C50CA01F1-20201-3,546C50CA01F1,hiv00211.mp4,single_annotator,True
EVT-00302,2026-07-28 22_14_53,20201-3,body_state,行走,WALKING,walking,interval,两者,v3,89082.0,100961.0,11879.0,546C50CA01F1-20201-3,546C50CA01F1,hiv00221.mp4,single_annotator,True
EVT-00303,2026-07-28 22_14_53,20201-3,body_state,行走,WALKING,walking,interval,两者,v3,158934.0,176435.0,17501.0,546C50CA01F1-20201-3,546C50CA01F1,hiv00221.mp4,single_annotator,True
EVT-00304,2026-07-28 22_14_53,20201-3,body_state,行走,WALKING,walking,interval,两者,v3,290171.0,307462.0,17291.0,546C50CA01F1-20201-3,546C50CA01F1,hiv00221.mp4,single_annotator,True
EVT-00305,2026-07-28 22_14_53,20201-3,objective_event,排便,DEFECATION,defecation,interval,两者,v3,1986494.0,2025256.0,38762.0,546C50CA01F1-20201-3,546C50CA01F1,hiv00221.mp4,single_annotator,True
EVT-00306,2026-07-28 22_14_53,20201-3,body_state,站立,STANDING,standing,interval,两者,v3,2047823.0,2083793.0,35970.0,546C50CA01F1-20201-3,546C50CA01F1,hiv00221.mp4,single_annotator,True
EVT-00307,2026-07-28 22_14_53,20201-3,body_state,行走,WALKING,walking,interval,两者,v3,2086507.0,2092567.0,6060.0,546C50CA01F1-20201-3,546C50CA01F1,hiv00221.mp4,single_annotator,True
EVT-00308,2026-07-28 22_14_53,20201-3,body_state,行走,WALKING,walking,interval,两者,v3,2158619.0,2170712.0,12093.0,546C50CA01F1-20201-3,546C50CA01F1,hiv00221.mp4,single_annotator,True
EVT-00309,2026-07-28 22_14_53,20201-3,objective_event,排便,DEFECATION,defecation,interval,两者,v3,2177492.0,2198332.0,20840.0,546C50CA01F1-20201-3,546C50CA01F1,hiv00221.mp4,single_annotator,True
EVT-00310,2026-07-28 22_14_53,20201-3,body_state,行走,WALKING,walking,interval,两者,v3,2318709.0,2330389.0,11680.0,546C50CA01F1-20201-3,546C50CA01F1,hiv00221.mp4,single_annotator,True
EVT-00311,2026-07-28 22_14_53,20201-3,posture_transition,卧倒过程,LYING_DOWN,lying down,interval,两者,v3,2363100.0,2381240.0,18140.0,546C50CA01F1-20201-3,546C50CA01F1,hiv00221.mp4,single_annotator,True
EVT-00312,2026-07-28 22_14_53,20201-3,body_state,躺卧,LYING,lying,interval,两者,v3,2394002.0,2571130.0,177128.0,546C50CA01F1-20201-3,546C50CA01F1,hiv00221.mp4,single_annotator,True
EVT-00313,2026-07-28 22_14_53,20201-3,body_state,躺卧,LYING,lying,interval,两者,v3,2600423.0,3524175.0,923752.0,546C50CA01F1-20201-3,546C50CA01F1,hiv00221.mp4,single_annotator,True
EVT-00314,2026-07-28 22_14_53,20201-3,body_state,躺卧,LYING,lying,interval,两者,v3,3537103.0,3599850.0,62747.0,546C50CA01F1-20201-3,546C50CA01F1,hiv00221.mp4,single_annotator,True
EVT-00315,2026-07-28 23_20_42,20201-3,body_state,躺卧,LYING,lying,interval,两者,v3,0.0,530801.0,530801.0,546C50CA01F1-20201-3,546C50CA01F1,hiv00230.mp4,single_annotator,True
EVT-00316,2026-07-28 23_20_42,20201-3,body_state,躺卧,LYING,lying,interval,两者,v3,539580.0,726463.0,186883.0,546C50CA01F1-20201-3,546C50CA01F1,hiv00230.mp4,single_annotator,True
EVT-00317,2026-07-28 23_20_42,20201-3,body_state,躺卧,LYING,lying,interval,两者,v3,759713.0,1484768.0,725055.0,546C50CA01F1-20201-3,546C50CA01F1,hiv00230.mp4,single_annotator,True
EVT-00318,2026-07-28 23_20_42,20201-3,body_state,躺卧,LYING,lying,interval,两者,v3,1538417.0,2034286.0,495869.0,546C50CA01F1-20201-3,546C50CA01F1,hiv00230.mp4,single_annotator,True
EVT-00319,2026-07-28 23_20_42,20201-3,posture_transition,起立过程,STANDING_UP,standing up,interval,两者,v3,2043016.0,2059069.0,16053.0,546C50CA01F1-20201-3,546C50CA01F1,hiv00230.mp4,single_annotator,True
EVT-00320,2026-07-28 23_20_42,20201-3,body_state,站立,STANDING,standing,interval,两者,v3,2066360.0,2173022.0,106662.0,546C50CA01F1-20201-3,546C50CA01F1,hiv00230.mp4,single_annotator,True
EVT-00321,2026-07-28 23_20_42,20201-3,objective_event,排尿,URINATION,urination,interval,两者,v3,2175522.0,2218662.0,43140.0,546C50CA01F1-20201-3,546C50CA01F1,hiv00230.mp4,single_annotator,True
EVT-00322,2026-07-28 23_20_42,20201-3,objective_event,排便,DEFECATION,defecation,interval,两者,v3,2242224.0,2258884.0,16660.0,546C50CA01F1-20201-3,546C50CA01F1,hiv00230.mp4,single_annotator,True
EVT-00323,2026-07-28 23_20_42,20201-3,body_state,行走,WALKING,walking,interval,两者,v3,2258884.0,2276395.0,17511.0,546C50CA01F1-20201-3,546C50CA01F1,hiv00230.mp4,single_annotator,True
EVT-00324,2026-07-28 23_20_42,20201-3,body_state,站立,STANDING,standing,interval,两者,v3,2301981.0,2508425.0,206444.0,546C50CA01F1-20201-3,546C50CA01F1,hiv00230.mp4,single_annotator,True
EVT-00325,2026-07-28 23_20_42,20201-3,body_state,行走,WALKING,walking,interval,两者,v3,2513788.0,2540458.0,26670.0,546C50CA01F1-20201-3,546C50CA01F1,hiv00230.mp4,single_annotator,True
EVT-00326,2026-07-28 23_20_42,20201-3,body_state,行走,WALKING,walking,interval,两者,v3,2612980.0,2628818.0,15838.0,546C50CA01F1-20201-3,546C50CA01F1,hiv00230.mp4,single_annotator,True
EVT-00327,2026-07-28 23_20_42,20201-3,body_state,行走,WALKING,walking,interval,两者,v3,2634251.0,2639251.0,5000.0,546C50CA01F1-20201-3,546C50CA01F1,hiv00230.mp4,single_annotator,True
EVT-00328,2026-07-28 23_20_42,20201-3,body_state,站立,STANDING,standing,interval,两者,v3,2818273.0,3393115.0,574842.0,546C50CA01F1-20201-3,546C50CA01F1,hiv00230.mp4,single_annotator,True
EVT-00329,2026-07-28 23_20_42,20201-3,body_state,站立,STANDING,standing,interval,两者,v3,3407914.0,3599859.0,191945.0,546C50CA01F1-20201-3,546C50CA01F1,hiv00230.mp4,single_annotator,True
EVT-00330,2026-07-27 16_30_53,21074-1,body_state,采食,FEEDING,feeding,interval,两者,v3,908188.0,925626.0,17438.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00005.mp4,single_annotator,True
EVT-00331,2026-07-27 16_30_53,21074-1,tail_action,甩尾,TAIL_WAGGING,tail wagging,interval,两者,v3,911178.0,915529.0,4351.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00005.mp4,single_annotator,True
EVT-00332,2026-07-27 16_30_53,21074-1,tail_action,抬尾,TAIL_RAISED,tail raised,interval,两者,v3,919061.0,922094.0,3033.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00005.mp4,single_annotator,True
EVT-00333,2026-07-27 16_30_53,21074-1,body_state,行走,WALKING,walking,interval,两者,v3,925626.0,927964.0,2338.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00005.mp4,single_annotator,True
EVT-00334,2026-07-27 16_30_53,21074-1,body_state,站立,STANDING,standing,interval,两者,v3,927964.0,959980.0,32016.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00005.mp4,single_annotator,True
EVT-00335,2026-07-27 16_30_53,21074-1,body_state,行走,WALKING,walking,interval,两者,v3,959980.0,983100.0,23120.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00005.mp4,single_annotator,True
EVT-00336,2026-07-27 16_30_53,21074-1,body_state,站立,STANDING,standing,interval,两者,v3,983100.0,1005079.0,21979.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00005.mp4,single_annotator,True
EVT-00337,2026-07-27 16_30_53,21074-1,body_state,行走,WALKING,walking,interval,两者,v3,1005079.0,1015534.0,10455.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00005.mp4,single_annotator,True
EVT-00338,2026-07-27 16_30_53,21074-1,body_state,采食,FEEDING,feeding,interval,两者,v3,1015534.0,1298477.0,282943.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00005.mp4,single_annotator,True
EVT-00339,2026-07-27 16_30_53,21074-1,body_state,行走,WALKING,walking,interval,两者,v3,1298477.0,1303415.0,4938.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00005.mp4,single_annotator,True
EVT-00340,2026-07-27 16_30_53,21074-1,body_state,站立,STANDING,standing,interval,两者,v3,1303415.0,1396530.0,93115.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00005.mp4,single_annotator,True
EVT-00341,2026-07-27 16_30_53,21074-1,body_state,行走,WALKING,walking,interval,两者,v3,1396530.0,1402780.0,6250.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00005.mp4,single_annotator,True
EVT-00342,2026-07-27 16_30_53,21074-1,body_state,站立,STANDING,standing,interval,两者,v3,1402780.0,1417938.0,15158.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00005.mp4,single_annotator,True
EVT-00343,2026-07-27 16_30_53,21074-1,body_state,行走,WALKING,walking,interval,两者,v3,1417938.0,1422718.0,4780.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00005.mp4,single_annotator,True
EVT-00344,2026-07-27 16_30_53,21074-1,body_state,站立,STANDING,standing,interval,两者,v3,1422718.0,1431846.0,9128.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00005.mp4,single_annotator,True
EVT-00345,2026-07-27 16_30_53,21074-1,body_state,行走,WALKING,walking,interval,两者,v3,1431846.0,1444261.0,12415.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00005.mp4,single_annotator,True
EVT-00346,2026-07-27 16_30_53,21074-1,body_state,采食,FEEDING,feeding,interval,两者,v3,1444261.0,1915630.0,471369.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00005.mp4,single_annotator,True
EVT-00347,2026-07-27 16_30_53,21074-1,body_state,行走,WALKING,walking,interval,两者,v3,2152499.0,2159865.0,7366.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00005.mp4,single_annotator,True
EVT-00348,2026-07-27 16_30_53,21074-1,body_state,站立,STANDING,standing,interval,两者,v3,2159865.0,2279267.0,119402.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00005.mp4,single_annotator,True
EVT-00349,2026-07-27 16_30_53,21074-1,body_state,行走,WALKING,walking,interval,两者,v3,2279267.0,2283344.0,4077.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00005.mp4,single_annotator,True
EVT-00350,2026-07-27 16_30_53,21074-1,body_state,站立,STANDING,standing,interval,两者,v3,2283344.0,2326167.0,42823.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00005.mp4,single_annotator,True
EVT-00351,2026-07-27 16_30_53,21074-1,body_state,行走,WALKING,walking,interval,两者,v3,2326167.0,2332176.0,6009.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00005.mp4,single_annotator,True
EVT-00352,2026-07-27 16_30_53,21074-1,body_state,站立,STANDING,standing,interval,两者,v3,2332176.0,2413889.0,81713.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00005.mp4,single_annotator,True
EVT-00353,2026-07-27 16_30_53,21074-1,body_state,行走,WALKING,walking,interval,两者,v3,2413889.0,2424786.0,10897.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00005.mp4,single_annotator,True
EVT-00354,2026-07-27 16_30_53,21074-1,body_state,站立,STANDING,standing,interval,两者,v3,2424786.0,2494647.0,69861.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00005.mp4,single_annotator,True
EVT-00355,2026-07-27 16_30_53,21074-1,body_state,行走,WALKING,walking,interval,两者,v3,2494647.0,2503420.0,8773.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00005.mp4,single_annotator,True
EVT-00356,2026-07-27 16_30_53,21074-1,body_state,站立,STANDING,standing,interval,两者,v3,2503420.0,2509814.0,6394.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00005.mp4,single_annotator,True
EVT-00357,2026-07-27 16_30_53,21074-1,body_state,行走,WALKING,walking,interval,两者,v3,2509814.0,2513043.0,3229.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00005.mp4,single_annotator,True
EVT-00358,2026-07-27 16_30_53,21074-1,body_state,站立,STANDING,standing,interval,两者,v3,2513043.0,2603188.0,90145.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00005.mp4,single_annotator,True
EVT-00359,2026-07-27 16_30_53,21074-1,body_state,行走,WALKING,walking,interval,两者,v3,2603188.0,2617084.0,13896.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00005.mp4,single_annotator,True
EVT-00360,2026-07-27 16_30_53,21074-1,body_state,采食,FEEDING,feeding,interval,两者,v3,2617084.0,2691134.0,74050.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00005.mp4,single_annotator,True
EVT-00361,2026-07-27 16_30_53,21074-1,body_state,行走,WALKING,walking,interval,两者,v3,2691134.0,2708078.0,16944.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00005.mp4,single_annotator,True
EVT-00362,2026-07-27 16_30_53,21074-1,body_state,站立,STANDING,standing,interval,两者,v3,2708078.0,2821193.0,113115.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00005.mp4,single_annotator,True
EVT-00363,2026-07-27 16_30_53,21074-1,body_state,行走,WALKING,walking,interval,两者,v3,2821193.0,2835992.0,14799.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00005.mp4,single_annotator,True
EVT-00364,2026-07-27 16_30_53,21074-1,body_state,站立,STANDING,standing,interval,两者,v3,2835992.0,2949659.0,113667.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00005.mp4,single_annotator,True
EVT-00365,2026-07-27 16_30_53,21074-1,body_state,行走,WALKING,walking,interval,两者,v3,2949659.0,2963337.0,13678.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00005.mp4,single_annotator,True
EVT-00366,2026-07-27 16_30_53,21074-1,body_state,站立,STANDING,standing,interval,两者,v3,2963337.0,2970733.0,7396.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00005.mp4,single_annotator,True
EVT-00367,2026-07-27 16_30_53,21074-1,body_state,站立,STANDING,standing,interval,两者,v3,2970733.0,3020567.0,49834.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00005.mp4,single_annotator,True
EVT-00368,2026-07-27 16_30_53,21074-1,body_state,行走,WALKING,walking,interval,两者,v3,3020567.0,3029826.0,9259.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00005.mp4,single_annotator,True
EVT-00369,2026-07-27 16_30_53,21074-1,body_state,站立,STANDING,standing,interval,两者,v3,3029826.0,3050286.0,20460.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00005.mp4,single_annotator,True
EVT-00370,2026-07-27 16_30_53,21074-1,body_state,行走,WALKING,walking,interval,两者,v3,3050286.0,3066112.0,15826.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00005.mp4,single_annotator,True
EVT-00371,2026-07-27 16_30_53,21074-1,body_state,站立,STANDING,standing,interval,两者,v3,3066112.0,3128998.0,62886.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00005.mp4,single_annotator,True
EVT-00372,2026-07-27 16_30_53,21074-1,posture_transition,卧倒过程,LYING_DOWN,lying down,interval,两者,v3,3124635.0,3139822.0,15187.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00005.mp4,single_annotator,True
EVT-00373,2026-07-27 16_30_53,21074-1,body_state,躺卧,LYING,lying,interval,两者,v3,3128998.0,3599927.0,470929.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00005.mp4,single_annotator,True
EVT-00374,2026-07-27 17_37_11,21074-1,body_state,躺卧,LYING,lying,interval,两者,v3,0.0,50592.0,50592.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00011.mp4,single_annotator,True
EVT-00375,2026-07-27 17_37_11,21074-1,body_state,躺卧,LYING,lying,interval,两者,v3,52741.0,1290142.0,1237401.0,546C50CA07D0-21074-1,546C50CA07D0,hiv00011.mp4,single_annotator,True
